Beautiful,Beautiful,Paul Glazby,541.51791,22050,13994,0.52249045051,0.350285512219,ARCCK7B1187B994F9D,-1,,-1,1a1d13b8-5676-40fb-807c-c4c7ed9d9833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0267267bd3ddfcf5fb2a8fa69fb768e7,0.0,0.0,0.0,9,0.072,-8.71,1,0.301,797645,0.0,SOYETRS12AB018A8F2,536.967,149.864,4,0.059,TRAJLJY12903CAF344,8826919,2001,5,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.651263842438,1.0,0.0,0.286402811261,2691,1752.551,57.00841,269.950751338,539.31871,0.28129,155.719306339,2691,726437.47185
Lies Of Hate,Candy From A Stranger,Soul Asylum,279.2224,22050,27818,0.690080123787,0.466775621926,ARQXR6R1187FB46FD6,-1,"Minneapolis, MN",-1,b10db9ad-b4c3-47f3-a7a4-37864b134f65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610,e0fca544663c5c99082c542620bd14a5,0.0,2.009,0.0,11,0.905,-6.582,0,0.883,287672,0.360370582712,SOOGRLD12A8C132B2F,265.834,68.734,4,0.0,TRAAUMN128F4273561,3227115,1998,3,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.522,0.419421658986,1.0,0.0,0.240791153923,868,364.058,-5.803,-9.39357488479,-2.964,-57.156,6.45639131598,868,-8153.623,0.02037,0.0521226152074,0.40874,0.00495,0.0455459711877,868,45.24243,-12.539,-14.4065172811,-5.752,-60.0,7.0255559126,868,-12504.857,111.32517,127.935400783,276.07642,0.0,80.0584143926,868,111047.92788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dressed Up,Arrive,Aram Shelton,540.52526,22050,597614,0.412099707502,0.0,ARP4FAI1187FB3E49E,-1,Illinois,-1,4765b25d-3aa7-466d-a945-7ffb09db801e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,53c1268b0b2702021ce04d5df308d510,0.0,0.247,0.0,4,0.587,-9.479,1,0.435,800710,0.0,SOSLWIY12AB018B6A8,531.122,113.031,3,1.0,TRBHDNO12903CB6C4C,8857923,0,1,855,,,,,,,,,,,,,,,0.03,0.374808531746,0.882,0.0,0.197181499378,1008,377.807,451.20896,267.550818313,533.12053,0.3133,152.855460012,1008,269691.22486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Believe In Me (Clubb Mix),Believe In Me,ATB,479.76444,22050,40214,0.790696465999,0.508177085178,AR219DK1187FB4CEFC,-1,,-1,22a096ef-c70d-4d70-ae19-4fc2412d4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,e7caf525c14b8e6cf6aa3aeccb7a4a61,0.0,0.0,0.0,11,0.615,-5.84,0,0.595,109210,0.576002203262,SOHBOGO12A8C13B8F8,471.899,129.993,4,0.0,TRAWHYL128F42934D4,1128294,2005,5,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.582383789063,1.0,0.013,0.270559809503,2048,1192.722,36.99353,236.263262988,472.45422,0.06393,136.431246173,2048,483867.1626
All Of This,blink-182,Blink-182,280.00608,22050,34,0.851351443053,0.582346373958,ARA3I0J1187FB57869,-1,"Poway, CA",-1,0743b15a-3c32-48c8-ad58-cb325350befa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85548,9e9ae8d5a361d3fac2c3c504a018cd1d,0.0,0.0,0.0,9,0.501,-5.342,1,0.6,109,0.724133953204,SOSDYAS12AB0180457,276.764,117.574,4,0.956,TRAQGNV128C7196894,1494,2003,1,182,,,,,,,,,,,,,,,0.463,0.571056880734,0.848,0.0,0.166217373079,545,311.226,92.93158,138.839500661,277.5642,0.09511,80.2525129837,545,75667.52786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left For Dead (Album Version),Chimaira,Chimaira,342.36036,22050,63381,0.837450128295,0.476760867098,ARDEC2A1187B9A460E,-1,"Cleveland, OH",-1,d624df22-b03d-4746-ac28-a4bd72aeec26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0d8787a3cbb239395d010ef99ae31a3b,0.0,0.089,0.0,7,0.216,-3.16,1,0.09,110046,0.612054953969,SOZWECJ12A6D4F5229,335.888,93.513,4,0.57,TRAMBNF128F426FBB6,2283401,2005,4,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.655,0.540612068966,1.0,0.024,0.30073767207,1044,564.399,0.479,0.591961685824,1.0,0.05,0.277030733435,1044,618.008,0.758,0.470555555556,1.0,0.039,0.304819957817,1044,491.26,0.183,0.415701149425,1.0,0.019,0.254018354615,1044,433.992,0.31,0.378429118774,1.0,0.009,0.240057655421,1044,395.08,0.159,0.320312260536,1.0,0.018,0.202513402903,1044,334.406,0.271,0.33501532567,1.0,0.009,0.176988721189,1044,349.756,1.0,0.467139846743,1.0,0.009,0.270810557101,1044,487.694,0.244,0.497373563218,1.0,0.024,0.296557280477,1044,519.258,0.147,0.484835249042,1.0,0.009,0.285747667641,1044,506.168,0.106,0.399045019157,1.0,0.008,0.248775439378,1044,416.603,0.528,0.387875478927,1.0,0.016,0.270714539486,1044,404.942,0.655,0.540612068966,1.0,0.024,0.30073767207,1044,564.399,0.479,0.591961685824,1.0,0.05,0.277030733435,1044,618.008,0.758,0.470555555556,1.0,0.039,0.304819957817,1044,491.26,0.183,0.415701149425,1.0,0.019,0.254018354615,1044,433.992,0.31,0.378429118774,1.0,0.009,0.240057655421,1044,395.08,0.159,0.320312260536,1.0,0.018,0.202513402903,1044,334.406,0.271,0.33501532567,1.0,0.009,0.176988721189,1044,349.756,1.0,0.467139846743,1.0,0.009,0.270810557101,1044,487.694,0.244,0.497373563218,1.0,0.024,0.296557280477,1044,519.258,0.147,0.484835249042,1.0,0.009,0.285747667641,1044,506.168,0.106,0.399045019157,1.0,0.008,0.248775439378,1044,416.603,0.528,0.387875478927,1.0,0.016,0.270714539486,1044,404.942,,,,,,,,,,,,,,
Ese Que Traes A Tu Lado,30 Exitos Insuperables,Los Barón De Apodaca,213.7073,22050,361305,0.44267823976,0.264164499367,ARRU3BE1187FB39218,-1,,-1,ebb4ee1e-2dd2-49c8-9750-50d3d2504a37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20349,39f8569076cc62bb8acfbbc0fe5251d7,0.0,0.0,0.0,9,0.737,-12.442,1,0.64,587606,-1,SOALPUI12AB018A7FC,209.067,199.046,4,0.825,TRANOYB12903CCB8B5,6517952,0,5,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,0.298173062998,0.739,0.0,0.117076559607,1381,411.777,130.9743,104.734773353,208.51188,0.52449,59.995023189,1381,144638.722
Die Gesellschaft,...Liest_ Singt Und Macht,Johann Köhnich,376.05832,22050,9021,0.41200019139,0.318436890242,ARX7R5Q1187FB5C6B3,-1,,-1,c634211d-329a-402f-a53a-c50b95d43082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,7e010cf07bad17397670277ac1e91683,0.0,0.0,0.0,1,0.278,-15.972,1,0.308,157013,-1,SOBMUGA12A8C13A751,368.982,124.015,1,0.798,TRAZXVB128F4271EF9,1649669,0,3,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702,0.615890337878,1.0,0.003,0.278187974804,1687,1039.007,-19.747,-20.6906022525,-5.423,-55.407,7.5959967081,1687,-34905.046,0.16846,0.068464309425,0.30227,0.009,0.0408331082293,1687,115.49929,-28.335,-29.9686075874,-11.011,-57.684,8.39525755096,1687,-50557.041,123.97528,187.516366426,375.07451,0.0,107.536308579,1687,316340.11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stay Awhile,The Gentle Touch,Danny Williams,200.82893,22050,7247,0.511663445372,0.409778997763,AR9JLBU1187B9AAEC4,-33.96243,"Port Elizabeth, South Africa",25.62326,aab7a1d7-5461-4874-8162-bc127b91da59,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400,6bd07a1143c023f44699faff6a40eee9,0.0,0.984,0.0,2,0.614,-16.389,1,0.64,345588,0.0,SOCDLSK12AB018168E,188.79,143.467,7,0.588,TRANRGH128F930779A,3873742,0,4,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.32252016129,1.0,0.008,0.303837777037,496,159.97,0.076,0.358024193548,1.0,0.007,0.309184188337,496,177.58,0.131,0.436852822581,1.0,0.008,0.34273342133,496,216.679,1.0,0.30847983871,1.0,0.008,0.296818172994,496,153.006,0.061,0.308413306452,1.0,0.007,0.280667487344,496,152.973,0.062,0.295213709677,1.0,0.003,0.281259262739,496,146.426,0.162,0.267635080645,1.0,0.005,0.278925946025,496,132.747,0.528,0.325814516129,1.0,0.003,0.308618529981,496,161.604,0.557,0.273997983871,1.0,0.005,0.282318072301,496,135.903,0.222,0.399076612903,1.0,0.007,0.319207142426,496,197.942,0.394,0.30079233871,1.0,0.009,0.294847252728,496,149.193,0.039,0.248112903226,1.0,0.005,0.256527114824,496,123.064,0.081,0.32252016129,1.0,0.008,0.303837777037,496,159.97,0.076,0.358024193548,1.0,0.007,0.309184188337,496,177.58,0.131,0.436852822581,1.0,0.008,0.34273342133,496,216.679,1.0,0.30847983871,1.0,0.008,0.296818172994,496,153.006,0.061,0.308413306452,1.0,0.007,0.280667487344,496,152.973,0.062,0.295213709677,1.0,0.003,0.281259262739,496,146.426,0.162,0.267635080645,1.0,0.005,0.278925946025,496,132.747,0.528,0.325814516129,1.0,0.003,0.308618529981,496,161.604,0.557,0.273997983871,1.0,0.005,0.282318072301,496,135.903,0.222,0.399076612903,1.0,0.007,0.319207142426,496,197.942,0.394,0.30079233871,1.0,0.009,0.294847252728,496,149.193,0.039,0.248112903226,1.0,0.005,0.256527114824,496,123.064,,,,,,,,,,,,,,
Elementro,From Lust To Dust,TEN MADISON,405.41995,22050,96053,0.448013836362,0.348295196786,ARIMW0M1187B99EC59,-1,,-1,245a7f6a-1100-4a2d-a67f-df8d9e7b7b9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,22d7f40ef9b33fb2a65fe7affcba750b,0.0,6.153,0.0,11,0.545,-7.495,1,0.508,121347,0.0,SOFPFTF12A8C14172C,356.084,92.699,5,0.78,TRAUGHD128F42A8B9B,1251337,2003,3,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663,0.653020623742,1.0,0.0,0.293365627547,1988,1298.205,-8.271,-10.5800020121,-3.298,-51.084,5.91919929125,1988,-21033.044,0.04138,0.0334278118712,2.85523,0.00529,0.100994501926,1988,66.45449,-17.096,-21.9603782696,-11.013,-60.0,6.40708594005,1988,-43657.232,325.32045,199.172305433,382.32549,0.0,102.519309916,1988,395954.5432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
